average_flux,air_temp_avg,deep_soil_temp,mid_soil_temp,shallow_soil_temp,soil_moisture,light,time
0.72366,-0.6075,3.7344,3.0992,2.4813,0.1555,1.275,433.04
0.65855,-0.6075,3.4428,2.8009,2.1691,0.1555,1.275,433.08
0.59774,-0.66375,3.1805,2.5508,1.9132,0.1555,1.275,433.13
0.61835,-0.97,2.9504,2.3362,1.7336,0.15539,1.275,433.17
0.85164,-1.346,2.7642,2.1502,1.555,0.15547,1.275,433.21
0.90936,-1.51,2.5876,1.9773,1.3773,0.155,1.275,433.25
0.7795,-1.4785,2.4333,1.8213,1.2536,0.155,27.924,433.29
0.53605,0.70028,2.3148,1.7271,1.224,0.15467,65.858,433.33
0.65933,6.0027,2.259,1.7168,1.3595,0.15487,328.41,433.38
0.70967,13.998,2.3804,2.0466,2.3375,0.15522,627.11,433.42
0.72138,18.172,3.2284,3.3717,4.8142,0.15474,1359,433.46
0.66704,17.903,4.8353,5.6601,8.5671,0.1545,1343.4,433.5
0.75869,15.572,6.5776,7.5658,9.7552,0.15374,901.62,433.54
0.65039,17.362,7.5077,8.7909,10.252,0.1535,729.89,433.58
0.75192,15.562,7.8182,8.7852,9.6789,0.153,333.83,433.63
0.82722,14.861,7.7623,8.5748,9.3579,0.153,216.97,433.67
0.70234,12.326,7.6484,8.2534,8.6927,0.15274,49.556,433.71
0.66423,8.7625,7.2692,7.6608,7.6464,0.1525,1.275,433.75
0.78171,4.6431,6.7065,6.8597,6.4864,0.1525,1.275,433.79
0.87567,2.9367,6.0986,6.0459,5.4875,0.15239,1.275,433.83
0.47154,2.46,5.5673,5.3784,4.7656,0.15287,1.275,433.88
0.51437,2.03,5.1131,4.8286,4.2255,0.15272,1.275,433.92
0.4794,1.8001,4.7269,4.3685,3.7696,0.15256,1.275,433.96
0.49797,1.8508,4.3629,3.9641,3.3856,0.15267,1.275,434
0.52378,2.03,4.0792,3.66,3.1287,0.15294,1.275,434.04
0.37335,1.8508,3.8417,3.391,2.8852,0.15267,1.275,434.08
0.39385,1.4208,3.6086,3.1363,2.6204,0.15242,1.275,434.13
0.34417,1.2894,3.376,2.8796,2.3909,0.1525,1.275,434.17
0.38804,1.6508,3.1905,2.6923,2.2487,0.15229,1.275,434.21
0.32944,1.6,3.0427,2.5429,2.1338,0.15267,1.275,434.25
0.34194,2.4958,2.9264,2.4529,2.1352,0.1525,27.403,434.29
0.81716,4.9378,2.9222,2.5298,2.3893,0.15256,73.081,434.33
0.48822,10.051,3.1452,2.954,3.2439,0.152,378.93,434.38
0.6741,17.557,3.9412,4.1816,5.1251,0.15072,603.63,434.42
0.64743,21.174,4.8824,5.449,7.003,0.15242,1333.1,434.46
0.75124,21.016,6.3859,7.563,10.42,0.15183,1394.1,434.5
0.79515,21.079,8.1825,9.5559,11.874,0.151,1027.8,434.54
0.78242,20.211,9.1189,10.777,12.112,0.15067,884.95,434.58
0.6613,19.711,9.3533,10.617,11.435,0.15017,346.2,434.63
0.7977,19.212,9.3164,10.366,11.331,0.15006,202.1,434.67
0.96889,14.478,9.1517,9.9307,10.437,0.14979,38.301,434.71
0.77433,10.795,8.6803,9.2269,9.2972,0.14967,1.4083,434.75
0.97481,8.4994,8.1464,8.4931,8.3069,0.14979,1.2,434.79
0.85134,7.23,7.639,7.8163,7.4736,0.15,1.2,434.83
0.91889,10.38,7.2018,7.2795,6.9391,0.1495,1.2,434.88
0.95587,8.7167,6.8237,6.8476,6.5056,0.1495,1.2,434.92
1.0358,11.895,6.5168,6.5297,6.2492,0.1495,1.2,434.96
0.74031,13.029,6.3312,6.3609,6.1766,0.1495,1.2,435
0.96967,12.641,6.2041,6.2526,6.105,0.14971,1.2,435.04
0.98901,6.8475,6.0042,6.0015,5.6775,0.1495,1.2,435.08
0.80839,4.7013,5.7049,5.5789,5.0939,0.14967,1.2,435.13
0.79714,3.9108,5.3541,5.1305,4.5864,0.15,1.2,435.17
0.7801,3.6504,5.0167,4.7303,4.1537,0.14953,1.2,435.21
0.52275,3.1,4.731,4.3933,3.8133,0.1495,1.6167,435.25
0.46664,3.1233,4.4654,4.1,3.5741,0.1495,26.322,435.29
0.77955,5.1461,4.2972,3.9517,3.5691,0.14961,66.547,435.33
0.62825,12.035,4.3926,4.2235,4.3113,0.1495,392.92,435.38
0.46346,17.636,5.0909,5.3438,6.1532,0.1495,667.94,435.42
0.78507,21.116,5.9551,6.5307,7.8372,0.14911,1370.6,435.46
0.86164,21.967,7.3607,8.5991,11.283,0.1485,1408.1,435.5
0.93048,22.712,9.2011,10.611,12.897,0.14803,997.99,435.54
1.046,22.178,10.108,11.782,13.031,0.14761,852.1,435.58
0.99879,21.686,10.362,11.615,12.314,0.1475,386.93,435.63
1.0651,20.208,10.257,11.279,12.15,0.14722,199.39,435.67
0.91008,14.478,10.015,10.761,11.153,0.14697,32.12,435.71
0.92147,10.893,9.4835,9.9646,9.8928,0.147,1.4083,435.75
0.85572,8.1744,8.8571,9.1245,8.7583,0.147,1.2,435.79
0.88435,6.7017,8.2631,8.354,7.8588,0.14678,1.2,435.83
0.80859,5.9638,7.737,7.716,7.1766,0.14742,1.2,435.88
0.93169,5.4797,7.2731,7.1639,6.6056,0.147,1.2,435.92
0.85723,8.7796,6.8826,6.7397,6.2711,0.147,1.2,435.96
0.84467,7.8633,6.6652,6.5389,6.1851,0.147,1.2,436
0.91517,6.2617,6.4323,6.2876,5.8874,0.147,1.2,436.04
0.77929,6.1858,6.168,5.9832,5.5542,0.14706,1.2,436.08
0.68432,5.605,5.9407,5.7199,5.2933,0.147,1.2,436.13
0.84532,4.8033,5.694,5.4444,4.9905,0.147,1.2,436.17
0.88271,4.3512,5.4588,5.1696,4.6857,0.147,1.2,436.21
0.78598,3.8083,5.2266,4.8952,4.3886,0.147,1.825,436.25
0.85613,3.8453,5.0037,4.662,4.1901,0.147,25.731,436.29
0.84272,6.1142,4.8807,4.5717,4.2679,0.147,66.547,436.33
0.55717,11.355,5.0048,4.8833,5.027,0.147,401.98,436.38
0.65622,18.217,5.7384,6.0247,6.8871,0.14694,697.8,436.42
0.7953,22.253,6.6453,7.3003,8.646,0.14656,1404.8,436.46
0.8661,22.99,8.0658,9.3929,12.089,0.1465,1333.1,436.5
0.96355,22.83,9.9021,11.528,13.716,0.14579,1015.8,436.54
0.95784,22.647,10.869,12.844,13.94,0.14561,808.14,436.58
0.9475,22.084,11.153,12.574,13.135,0.145,417.35,436.63
0.95035,21.414,11.027,12.17,12.83,0.14467,185.85,436.67
1.2357,17.681,10.775,11.649,11.942,0.14432,31.183,436.71
0.77769,13.189,10.283,10.898,10.826,0.14467,1.2,436.75
0.75212,9.9731,9.7184,10.113,9.7743,0.14471,1.2,436.79
0.89499,7.8967,9.1337,9.3415,8.8447,0.14494,1.2,436.83
0.9678,7.03,8.6125,8.6855,8.1309,0.14458,1.2,436.88
0.89749,6.1744,8.1185,8.0789,7.4841,0.14506,1.2,436.92
0.96938,5.4171,7.6697,7.5395,6.937,0.14518,1.2,436.96
0.988,4.99,7.2797,7.0784,6.4733,0.14483,1.2,437
0.91575,4.57,6.9089,6.6542,6.0519,0.1445,1.2,437.04
0.98835,4.22,6.566,6.2655,5.6669,0.14467,1.2,437.08
0.931,4.15,6.2723,5.9373,5.3545,0.14487,1.2,437.13
1.0713,4.1044,5.9983,5.6354,5.0844,0.14483,1.2,437.17
0.65496,3.74,5.7456,5.3563,4.8208,0.14497,1.2,437.21
0.72143,3.525,5.5093,5.1062,4.5645,0.14517,2.6583,437.25
0.73204,3.8086,5.3072,4.895,4.4171,0.14476,27.502,437.29
0.87998,6.2506,5.2076,4.8592,4.5479,0.14472,75.089,437.33
0.52938,12.315,5.3752,5.25,5.4171,0.14463,417.19,437.38
0.63025,18.831,6.1555,6.4965,7.3516,0.14483,708.28,437.42
0.83825,21.009,7.073,7.8073,8.97,0.14426,1372.6,437.46
0.74496,21.206,8.4298,9.821,12.25,0.144,1388.7,437.5
0.94748,20.649,10.161,11.739,13.592,0.144,983.25,437.54
0.80262,20.126,11.123,13.03,14.064,0.14361,780.99,437.58
0.76281,19.535,11.395,12.711,13.178,0.14342,416.1,437.63
0.92466,18.618,11.2,12.225,12.754,0.14278,192.45,437.67
0.88497,14.545,10.863,11.618,11.747,0.14256,36.981,437.71
0.8345,10.828,10.31,10.805,10.565,0.1425,1.4083,437.75
0.9107,7.7689,9.678,9.9493,9.4354,0.14297,1.2,437.79
0.81647,6.0719,9.0411,9.1377,8.4901,0.14289,1.2,437.83
0.84274,4.9025,8.4736,8.425,7.7172,0.1425,1.2,437.88
1.1374,3.9906,7.9288,7.7654,7.0307,0.14322,1.2,437.92
1.0007,3.1787,7.4479,7.181,6.4255,0.143,1.2,437.96
0.52719,2.89,7.0041,6.6612,5.9108,0.143,1.2,438
0.41412,3.0854,6.6054,6.2151,5.4928,0.14303,1.2,438.04
0.4117,2.89,6.2538,5.8273,5.1052,0.143,1.2,438.08
0.42444,3.17,5.9414,5.4926,4.8235,0.143,1.2,438.13
0.51041,3.4892,5.6864,5.2313,4.6255,0.143,1.2,438.17
0.67987,3.8254,5.4832,5.0329,4.5,0.143,1.2,438.21
0.64929,3.7742,5.3224,4.882,4.3777,0.143,1.6167,438.25
0.84221,3.74,5.1675,4.7354,4.2458,0.143,26.495,438.29
0.8617,5.5581,5.072,4.6909,4.3461,0.143,88.353,438.33
0.67201,11.403,5.2252,5.0722,5.218,0.143,457.24,438.38
0.60639,18.533,6.0727,6.3991,7.2893,0.14311,724.88,438.42
0.7964,19.986,7.0292,7.7804,8.8672,0.14294,1438.9,438.46
0.82563,20.378,8.4071,9.8302,12.146,0.1425,1358.9,438.5
0.96861,20.184,10.145,11.812,13.711,0.14206,1036.3,438.54
0.88999,19.604,11.201,13.218,14.28,0.142,855.23,438.58
0.81653,18.985,11.567,12.914,13.378,0.14175,382.19,438.63
0.7895,18.058,11.346,12.381,12.965,0.14144,167.24,438.67
1.036,14.038,10.992,11.755,11.876,0.141,33.787,438.71
1.0814,10.373,10.412,10.917,10.634,0.141,1.4083,438.75
0.85254,7.5106,9.7537,10.043,9.5067,0.14126,1.2,438.79
0.9386,6.1061,9.1308,9.2327,8.5854,0.14122,1.2,438.83
0.75703,5.81,8.5953,8.586,7.9074,0.14113,1.2,438.88
1.0148,5.6733,8.1286,8.0418,7.3974,0.141,1.2,438.92
0.92269,5.4171,7.7327,7.5941,6.9743,0.1415,1.2,438.96
0.89781,5.2633,7.4012,7.2148,6.602,0.1415,1.2,439
0.91482,4.57,7.0854,6.8547,6.2365,0.14147,1.2,439.04
0.94077,4.57,6.7918,6.5147,5.8966,0.14144,1.2,439.08
0.98772,4.2025,6.5153,6.2087,5.5917,0.1415,1.2,439.13
0.73313,3.74,6.2457,5.9001,5.2858,0.1415,1.2,439.17
0.84156,3.4533,5.9772,5.5934,4.9714,0.1415,1.2,439.21
0.65408,3.3458,5.7272,5.3123,4.7005,0.1415,2.45,439.25
0.80184,3.7685,5.5216,5.1018,4.5306,0.1415,28.908,439.29
0.80685,6.08,5.4171,5.0538,4.6547,0.1415,92.728,439.33
0.65698,11.979,5.5782,5.4627,5.6263,0.1415,452.29,439.38
0.6671,19.711,6.4818,6.8872,7.8421,0.14122,727.59,439.42
0.90913,22.719,7.5593,8.4703,9.6403,0.14129,1480.2,439.46
0.73009,23.888,9.0527,10.765,12.997,0.141,1326,439.5
0.85078,23.703,10.949,12.94,14.864,0.14097,961.03,439.54
1.098,23.265,12.13,14.487,15.565,0.14011,836.34,439.58
0.86522,22.196,12.577,14.177,14.727,0.14,344.17,439.63
0.97638,21.066,12.358,13.64,14.258,0.14,148.49,439.67
1.1434,16.763,12.02,13.012,13.186,0.13997,38.717,439.71
0.90696,13.318,11.463,12.179,11.984,0.1395,2.2417,439.75
0.80082,10.278,10.838,11.31,10.857,0.1395,1.2,439.79
0.89896,8.4411,10.2,10.478,9.8766,0.1395,1.2,439.83
0.92196,7.7633,9.6343,9.7799,9.1439,0.1395,1.2,439.88
0.90191,7.03,9.1332,9.1785,8.5183,0.1395,1.2,439.92
0.934,6.2256,8.6882,8.6419,7.982,0.1395,1.2,439.96
0.69186,5.81,8.2877,8.1674,7.496,0.1395,1.2,440
0.93667,5.4,7.9185,7.728,7.0468,0.1395,1.2,440.04
1.0238,4.78,7.5475,7.3008,6.6099,0.14,1.2,440.08
1.1303,4.57,7.1971,6.892,6.1899,0.14,1.2,440.13
0.83607,4.185,6.8716,6.5181,5.8254,0.14,1.2,440.17
0.73095,3.8311,6.5603,6.1687,5.5012,0.13976,1.2,440.21
0.79269,3.74,6.2912,5.868,5.2004,0.14,3.4917,440.25
0.99974,4.0997,6.0544,5.6247,5.0037,0.14,28.561,440.29
0.92339,6.7114,5.9238,5.5592,5.1297,0.14,102.17,440.33
0.6252,13.114,6.1051,6.0178,6.1922,0.13983,479.27,440.38
0.82848,21.119,7.0347,7.5411,8.5315,0.1395,761.96,440.42
0.72018,24.435,8.1333,9.1793,10.349,0.1395,1537.1,440.46
0.80258,25.239,9.6828,11.425,13.464,0.1395,1301.4,440.5
1.1288,25.071,11.41,13.398,15.077,0.13921,895.12,440.54
1.2206,24.647,12.518,14.87,15.87,0.13861,846.76,440.58
1.0856,23.836,13.001,14.653,15.177,0.13817,399.53,440.63
0.93153,22.787,12.848,14.197,14.808,0.13828,125.09,440.67
1.0631,19.736,12.549,13.644,13.83,0.1375,51.2,440.71
0.86262,14.628,12.035,12.864,12.641,0.1375,2.0333,440.75
1.0879,11.396,11.418,11.987,11.496,0.1375,1.2,440.79
1.077,9.4867,10.784,11.16,10.538,0.1375,1.2,440.83
0.94448,8.58,10.235,10.467,9.7979,0.13771,1.2,440.88
0.98167,7.8633,9.7319,9.8529,9.1704,0.138,1.2,440.92
1.0814,7.4467,9.2985,9.3337,8.6627,0.13797,1.2,440.96
0.89744,7.03,8.913,8.8842,8.2215,0.138,1.2,441
1.0418,6.545,8.5465,8.4724,7.8206,0.138,1.2,441.04
0.77594,6.1631,8.2169,8.0799,7.4045,0.13794,1.2,441.08
1.0234,5.7587,7.9014,7.709,7.0404,0.138,1.2,441.13
0.85329,5.3203,7.5931,7.3441,6.6591,0.138,1.2,441.17
0.99353,5.0128,7.2985,7.0107,6.345,0.13826,1.2,441.21
0.99662,4.815,7.037,6.7097,6.0532,0.13833,4.95,441.25
0.97274,5.1,6.8017,6.4696,5.8614,0.13863,30.957,441.29
1.0074,7.8622,6.6843,6.4279,6.0113,0.13867,105.85,441.33
0.78994,13.012,6.868,6.8626,7.0244,0.13808,517.5,441.38
0.69152,19.434,7.6896,8.1947,9.0108,0.13783,686.55,441.42
0.9609,22.439,8.6923,9.6959,10.726,0.1375,1351.6,441.46
0.93196,21.65,10.055,11.582,13.395,0.1375,988.91,441.5
0.92874,21.258,11.332,13.02,14.593,0.13747,789.95,441.54
0.90886,21.246,12.312,14.401,15.415,0.13711,814.46,441.58
0.95981,20.728,12.858,14.217,14.708,0.137,523.96,441.63
0.86256,18.417,12.633,13.676,14.143,0.13667,133.77,441.67
1.067,15.893,12.221,13.013,13.021,0.13629,41.061,441.71
1.1984,11.9,11.629,12.18,11.843,0.13617,2.45,441.75
1.1046,8.1217,10.955,11.254,10.65,0.1365,1.2,441.79
1.0223,6.3756,10.277,10.386,9.6531,0.1365,1.2,441.83
0.89341,5.7929,9.69,9.6639,8.8814,0.1365,1.2,441.88
0.87172,4.8956,9.1551,9.0093,8.2258,0.1365,1.2,441.92
0.95006,3.7969,8.6461,8.396,7.5462,0.1365,1.2,441.96
0.49285,2.7825,8.1396,7.788,6.8995,0.1365,1.2,442
0.7557,2.036,7.6643,7.211,6.3108,0.13653,1.2,442.04
1.021,2.03,7.2167,6.7029,5.8075,0.137,1.2,442.08
0.89121,1.5104,6.8186,6.2507,5.3558,0.137,1.2,442.13
0.78487,1.1819,6.4326,5.8114,4.9312,0.137,1.2,442.17
0.77582,1.17,6.0886,5.4369,4.594,0.13674,1.2,442.21
0.73702,1.1333,5.7864,5.1099,4.2797,0.137,4.95,442.25
0.76186,1.5194,5.5159,4.8404,4.0941,0.13656,27.276,442.29
0.54957,4.5214,5.3825,4.7789,4.2438,0.1365,116.69,442.33
0.64935,11.013,5.5785,5.2607,5.381,0.137,547.09,442.38
0.76053,16.749,6.4893,6.7486,7.6459,0.1365,833.56,442.42
0.84898,17.967,7.5733,8.3418,9.2384,0.1365,1589.5,442.46
0.7407,17.773,8.9882,10.415,12.234,0.1365,1367.5,442.5
0.90247,17.284,10.735,12.46,14.068,0.13644,1137.2,442.54
0.74864,15.488,11.779,13.976,14.482,0.13628,779.74,442.58
1.1012,15.418,12.087,13.438,13.621,0.13558,633.34,442.63
0.90733,13.906,11.836,12.831,13.249,0.1355,105.71,442.67
0.99165,11.561,11.402,12.107,12.03,0.1355,40.957,442.71
0.76995,9.06,10.791,11.257,10.825,0.1355,2.45,442.75
0.98944,6.2218,10.149,10.371,9.7159,0.1355,1.2,442.79
0.91873,4.78,9.4994,9.5573,8.7775,0.1355,1.2,442.83
1.0128,3.8681,8.939,8.8652,8.0457,0.13517,1.2,442.88
0.84143,3.74,8.4223,8.2466,7.4281,0.13533,1.2,442.92
1.057,3.3637,7.9938,7.75,6.9453,0.13556,1.2,442.96
0.41335,2.89,7.6159,7.313,6.5323,0.13567,1.2,443
0.51075,2.89,7.2843,6.9479,6.2177,0.13556,1.2,443.04
0.7006,2.5556,6.9855,6.6045,5.8737,0.136,1.2,443.08
0.63884,1.8329,6.6935,6.2573,5.5072,0.13613,1.2,443.13
0.80086,1.17,6.3709,5.8812,5.1081,0.13583,1.2,443.17
0.70248,1.0081,6.0659,5.5269,4.7591,0.13574,1.2,443.21
0.81697,0.73,5.7874,5.2132,4.4493,0.13583,6.2,443.25
0.8052,1.7553,5.5667,4.9873,4.3126,0.136,36.339,443.29
0.67533,4.8911,5.4704,4.9905,4.5601,0.13561,128.14,443.33
0.58293,11.525,5.7233,5.5464,5.751,0.13587,620.57,443.38
0.73292,17.151,6.6706,7.053,8.0361,0.13567,868.42,443.42
0.80369,19.412,7.8224,8.7308,9.7619,0.1355,1615.9,443.46
1.0229,19.583,9.281,10.815,12.75,0.13533,1275.4,443.5
0.74914,18.749,10.93,12.773,14.327,0.13524,1185.4,443.54
1.0307,16.686,11.984,14.243,14.603,0.13494,710.37,443.58
0.93633,16.99,12.211,13.616,13.707,0.13492,671.1,443.63
1.0394,14.544,12.002,13.075,13.534,0.1345,94.325,443.67
0.82959,11.892,11.535,12.288,12.161,0.1345,33.978,443.71
0.7649,9.2242,10.907,11.401,10.945,0.134,2.6583,443.75
0.9917,6.5183,10.241,10.511,9.8173,0.13468,1.2,443.79
0.7584,5.3317,9.6006,9.6975,8.9108,0.1345,1.2,443.83
0.99428,4.5,9.0534,9.0159,8.1928,0.13429,1.2,443.88
1.109,3.8539,8.5411,8.4071,7.5793,0.13422,1.2,443.92
1.1756,3.74,8.1004,7.8919,7.091,0.13447,1.2,443.96
0.95145,3.4533,7.7247,7.4514,6.6697,0.13417,1.2,444
0.63697,2.89,7.3647,7.0412,6.236,0.13476,1.2,444.04
0.6405,2.89,7.0316,6.6594,5.8921,0.13478,1.2,444.08
0.57356,2.89,6.7636,6.3622,5.6267,0.13458,1.2,444.13
0.68978,2.5556,6.4764,6.0475,5.3121,0.13461,1.2,444.17
0.71853,2.3495,6.2172,5.7512,5.0188,0.1345,1.2,444.21
0.58914,2.96,6.0503,5.6034,4.9853,0.1345,4.1167,444.25
0.88469,5.4142,6.0254,5.681,5.3183,0.13471,67.328,444.29
0.95735,7.7967,6.1622,5.9766,5.8897,0.13483,188.91,444.33
0.7625,13.623,6.602,6.6959,7.1383,0.1345,660.16,444.38
0.75561,13.499,7.4519,7.9446,8.8172,0.13422,768.84,444.42
0.60916,11.994,8.312,9.0978,10.117,0.1345,1457.6,444.46
0.98973,8.03,9.0811,9.8968,10.701,0.13433,691.83,444.5
1.1628,14.338,10.096,11.325,12.563,0.134,1235.7,444.54
0.82952,12.268,10.947,12.275,12.698,0.134,396.41,444.58
0.82606,10.429,10.862,11.883,12.044,0.134,340,444.63
0.80226,7.4189,10.644,11.408,11.285,0.134,25.089,444.67
1.1121,5.8015,10.156,10.635,10.234,0.1335,3.6826,444.71
1.062,4.99,9.6634,9.9452,9.4533,0.13417,1.2,444.75
0.66967,4.57,9.1892,9.3185,8.7641,0.13556,1.2,444.79
0.89625,4.1044,8.7499,8.7273,8.1461,0.13994,1.2,444.83
0.73504,3.6773,8.3601,8.2454,7.7249,0.14296,1.2,444.88
0.80055,3.4414,8.0563,7.8871,7.4058,0.14528,1.2,444.92
0.84918,3.0912,7.8077,7.5976,7.159,0.1465,1.2,444.96
0.82132,2.89,7.5644,7.3072,6.8615,0.14817,1.2,445
0.81153,2.89,7.3402,7.0406,6.5924,0.15293,1.2,445.04
0.74095,2.6511,7.0985,6.7666,6.3384,0.15822,1.2,445.08
0.82047,2.5496,6.9028,6.5576,6.1724,0.16075,1.2,445.13
0.79543,2.4242,6.7367,6.372,6.0149,0.16189,1.2,445.17
0.72393,2.4421,6.5889,6.2101,5.8678,0.16278,1.2,445.21
0.7301,2.5317,6.4442,6.0467,5.6932,0.16733,1.2,445.25
0.726,2.3226,6.2979,5.91,5.6025,0.17208,23.474,445.29
0.75403,2.2092,6.2216,5.8565,5.6198,0.17517,187.03,445.33
0.58044,2.89,6.3437,6.0856,6.1245,0.17458,107.35,445.38
0.71841,2.9717,6.558,6.3921,6.5523,0.17306,155.09,445.42
0.72722,3.9251,6.8633,6.8975,7.4623,0.17156,235.73,445.46
0.69986,4.29,7.2088,7.3032,7.8049,0.17383,299.74,445.5
0.67049,4.15,7.4828,7.5351,7.7526,0.17321,83.197,445.54
0.77864,4.4533,7.4799,7.5023,7.7165,0.172,120.23,445.58
0.79437,4.5263,7.4844,7.476,7.6098,0.17083,86.877,445.63
0.7348,4.5467,7.3957,7.3208,7.3186,0.16956,16.2,445.67
0.67955,4.1675,7.2427,7.1,7.034,0.16924,9.3944,445.71
0.79676,4.15,7.1037,6.9162,6.7983,0.1685,1.2,445.75
0.79882,4.1329,6.9606,6.7299,6.5983,0.16876,1.2,445.79
0.68432,3.74,6.8227,6.5676,6.404,0.16894,1.2,445.83
0.61083,3.1269,6.666,6.3708,6.1477,0.16838,1.2,445.88
0.73688,2.4003,6.3825,5.9671,5.586,0.168,1.2,445.92
0.85687,2.89,6.0652,5.5753,5.154,0.16756,1.2,445.96
0.99498,3.24,5.8252,5.3162,4.9163,0.16717,1.2,446
0.90592,4.7882,5.651,5.137,4.7727,0.16671,1.2,446.04
0.94433,5.4,5.4966,4.9945,4.642,0.16633,1.2,446.08
0.89847,5.6306,5.3716,4.8639,4.5352,0.16542,1.2,446.13
0.8497,5.7417,5.2409,4.7453,4.4299,0.16478,1.2,446.17
0.80886,5.8043,5.1314,4.6307,4.3437,0.16424,1.2,446.21
0.7355,6.0492,5.0364,4.5537,4.2842,0.16367,6.6167,446.25
0.94754,5.5566,4.9862,4.5152,4.2819,0.1635,39.742,446.29
0.85277,6.015,4.9577,4.5313,4.375,0.16317,122.94,446.33
0.93318,8.23,5.1231,4.8089,4.9291,0.1625,246.98,446.38
1.1198,9.9258,5.5695,5.505,6.0248,0.16161,615.02,446.42
1.125,12.317,6.3949,6.6727,7.6439,0.16124,1482.6,446.46
0.91928,10.178,7.3645,7.7298,8.7028,0.16017,288.07,446.5
0.87817,10.939,7.6657,7.9749,8.8465,0.1595,348.98,446.54
0.90502,11.272,8.0148,8.3873,9.2132,0.1595,529.32,446.58
1.1117,8.9417,8.2947,8.502,9.0748,0.15975,90.887,446.63
1.1239,8.33,8.1649,8.282,8.678,0.16044,112.87,446.67
0.96132,6.2256,7.988,7.9709,8.033,0.17464,68.752,446.71
1.081,7.2633,7.7072,7.5984,7.6172,0.176,2.8667,446.75
1.1463,7.6522,7.4377,7.2375,7.1653,0.175,1.2,446.79
0.97845,5.9347,7.1832,6.9351,6.8262,0.17406,1.2,446.83
0.81436,4.7888,6.9076,6.5786,6.3786,0.17283,1.2,446.88
0.81506,5.2406,6.6646,6.3148,6.1385,0.17189,1.2,446.92
0.76653,3.9308,6.4406,6.0517,5.7941,0.17079,1.2,446.96
0.67725,3.9792,6.2471,5.825,5.6375,0.17017,1.2,447
0.73067,4.57,6.1752,5.7993,5.7079,0.1695,1.2,447.04
0.7512,4.3378,6.1128,5.7464,5.6074,0.16883,1.2,447.08
0.71841,3.03,5.9142,5.4835,5.2522,0.1685,1.2,447.13
0.8648,2.89,5.7438,5.2919,5.0454,0.16794,1.2,447.17
1.0752,2.4958,5.5564,5.0637,4.7857,0.16794,1.2,447.21
0.88084,1.6,5.3263,4.7674,4.4099,0.16683,10.575,447.25
0.69774,3.4492,5.2237,4.7483,4.6507,0.16644,105.89,447.29
0.70372,5.9683,5.4765,5.1851,5.3679,0.16583,169.67,447.33
1.0564,8.3467,5.874,5.8135,6.4417,0.165,396.56,447.38
0.72056,9.9353,6.7666,7.0871,8.2446,0.16422,935.58,447.42
1.0275,11.442,7.8349,8.5475,9.8141,0.1635,1213.7,447.46
0.97884,12.125,9.008,10.062,11.676,0.1625,911.41,447.5
1.1372,12.854,10.043,11.286,12.691,0.162,1236.2,447.54
0.94675,11.868,10.549,11.732,12.439,0.16133,500.92,447.58
0.94672,11.713,10.572,11.428,12.028,0.161,350.89,447.63
0.94821,10.297,10.306,10.912,11.224,0.1605,72.589,447.67
1.0411,8.9375,9.9381,10.355,10.468,0.16,9.9674,447.71
0.94591,7.93,9.6124,9.8885,9.864,0.1595,2.0333,447.75
0.84512,7.2494,9.2778,9.4355,9.3321,0.1595,1.2,447.79
0.88979,7.03,8.9912,9.0766,8.9584,0.15939,1.2,447.83
0.81148,5.9723,8.6768,8.6557,8.3979,0.15942,1.2,447.88
0.78835,5.9011,8.4266,8.3588,8.1637,0.15856,1.2,447.92
1.0035,5.3573,8.2001,8.076,7.8738,0.15853,1.2,447.96
0.85625,4.745,7.9867,7.7968,7.5001,0.1585,1.2,448
0.99235,2.7407,7.5772,7.2388,6.7543,0.15847,1.2,448.04
1.0265,1.7314,7.1396,6.6756,6.1179,0.15839,1.2,448.08
0.90431,1.17,6.7374,6.19,5.605,0.15858,1.2,448.13
0.8215,1.0722,6.3602,5.7507,5.1696,0.15806,1.2,448.17
1.028,0.63833,6.0232,5.3641,4.7764,0.158,1.2,448.21
0.95706,0.29,5.71,5.0146,4.4488,0.15767,8.9083,448.25
0.94503,0.785,5.4505,4.7418,4.2384,0.15792,37.415,448.29
0.83568,3.7089,5.3206,4.6953,4.3995,0.15772,179.26,448.33
0.93047,8.7813,5.6165,5.2972,5.7216,0.15783,607.09,448.38
0.89173,13.455,6.725,7.0148,8.2432,0.15689,1034.7,448.42
0.76037,15.069,7.9343,8.73,9.9072,0.15671,1715,448.46
0.97753,15.137,9.3981,10.689,12.531,0.156,1456.6,448.5
0.759,15.588,10.815,12.422,13.87,0.15597,1393,448.54
0.96726,15.657,11.752,13.558,14.455,0.15511,794.95,448.58
1.2113,14.43,11.81,12.922,13.352,0.155,574.59,448.63
1.0548,13.361,11.517,12.306,12.777,0.15444,141.34,448.67
0.92669,11.586,11.134,11.725,11.93,0.1545,73.544,448.71
1.1158,9.6858,10.713,11.128,11.053,0.15417,4.1167,448.75
1.0025,7.5522,10.176,10.384,10.013,0.15439,1.2,448.79
0.86094,5.6961,9.599,9.6171,9.0888,0.15417,1.2,448.83
0.90416,4.7275,9.0832,8.9584,8.3597,0.15383,1.2,448.88
0.92029,4.1394,8.5859,8.3448,7.7341,0.15361,1.2,448.92
1.1937,3.5041,8.1463,7.8157,7.1859,0.1535,1.2,448.96
1.1048,3.205,7.7519,7.3533,6.7264,0.1535,1.2,449
