average_flux,air_temp_avg,deep_soil_temp,mid_soil_temp,shallow_soil_temp,soil_moisture,light,time
1.7439,6.62,13.755,11.978,11.6,0.126,1.3,133.21
1.7138,6.6883,13.363,11.597,11.256,0.126,7.55,133.25
1.6373,7.0856,13.022,11.321,11.008,0.126,33.748,133.29
1.8377,9.8475,12.803,11.315,11.166,0.126,77.967,133.33
1.5293,15.876,12.78,11.742,11.895,0.126,184.95,133.38
1.7183,21.224,13.395,13.014,14.312,0.126,1363.1,133.42
1.8727,21.81,14.833,16.23,18.35,0.126,1638.4,133.46
2.0634,22.573,16.956,20.507,23.967,0.12583,1968.2,133.5
2.402,21.765,19.37,24.48,27.513,0.1255,1994.5,133.54
2.2561,22.189,21.168,25.591,30.431,0.125,1928.9,133.58
2.4366,22.422,22.552,25.128,29.112,0.12442,1270,133.63
2.718,21.691,22.384,23.49,25.591,0.12389,679.42,133.67
1.8966,20.404,21.72,22.079,23.679,0.12303,106.61,133.71
2.4177,18.438,20.866,20.793,21.609,0.123,43.175,133.75
2.2999,15.663,20.012,19.556,19.986,0.12253,20.623,133.79
2.0593,13.104,19.168,18.376,18.514,0.12244,1.3,133.83
1.7938,10.568,18.351,17.215,17.107,0.12292,1.3,133.88
1.7682,9.1167,17.519,16.127,15.872,0.12261,1.3,133.92
1.8458,8.5356,16.755,15.212,14.884,0.12297,1.3,133.96
1.5715,8.0967,16.099,14.477,14.139,0.123,1.3,134
1.6001,8.2189,15.534,13.876,13.552,0.123,1.3,134.04
1.6603,7.9633,15.035,13.37,13.059,0.123,1.3,134.08
1.7707,7.7383,14.587,12.906,12.602,0.123,1.3,134.13
1.8339,7.3522,14.158,12.45,12.146,0.12311,1.3,134.17
1.6546,7.03,13.758,12.025,11.714,0.12344,1.3,134.21
1.4537,7.0967,13.389,11.647,11.343,0.12317,9.425,134.25
1.8576,7.8578,13.087,11.424,11.184,0.1235,31.387,134.29
1.8485,10.762,12.884,11.451,11.362,0.12333,84.078,134.33
1.582,16.069,12.889,11.895,12.095,0.12317,160.68,134.38
1.7706,23.757,13.529,13.211,14.64,0.12317,1397.8,134.42
2.0471,25.593,15.053,16.759,19.075,0.123,1782.4,134.46
2.0407,27.123,17.375,21.333,25.229,0.12333,1982.8,134.5
1.9281,27.686,19.976,25.561,29.105,0.123,1970.5,134.54
2.0901,26.058,21.947,26.899,31.992,0.1225,1853.9,134.58
2.7334,25.406,23.368,26.372,30.554,0.12208,1217.8,134.63
2.5593,24.121,23.26,24.841,27.171,0.1215,660.67,134.67
2.6507,22.3,22.711,23.514,25.242,0.12056,119.11,134.71
2.1141,20.253,21.917,22.234,23.214,0.1205,56.508,134.75
2.048,18.161,21.103,21.008,21.577,0.1205,25.484,134.79
1.9937,15.756,20.306,19.857,20.127,0.1205,1.3,134.83
2.3003,13.822,19.546,18.788,18.837,0.12037,1.3,134.88
2.4382,12.867,18.793,17.834,17.771,0.1205,1.3,134.92
2.2902,12.93,18.16,17.138,17.071,0.1205,1.3,134.96
2.4055,12.898,17.651,16.608,16.558,0.1205,1.3,135
2.2063,12.065,17.172,16.036,15.944,0.1205,1.3,135.04
1.9553,11.738,16.722,15.527,15.404,0.1205,1.3,135.08
1.8826,11.754,16.322,15.13,15.039,0.1205,1.3,135.13
1.822,11.38,15.959,14.765,14.674,0.1205,1.3,135.17
1.8495,11.044,15.646,14.43,14.345,0.1205,1.3,135.21
2.0047,10.568,15.31,14.043,13.921,0.1205,10.675,135.25
2.0248,12.2,15.091,14.05,14.061,0.1205,98.106,135.29
1.9831,15.467,15.105,14.551,14.94,0.1205,186.02,135.33
1.7548,20.139,15.331,15.161,15.778,0.1205,277.08,135.38
2.0918,21.923,15.901,16.449,17.714,0.1205,558.17,135.42
2.0568,22.35,16.689,17.884,19.411,0.1205,840.59,135.46
1.8057,23.918,17.755,20.302,22.604,0.1205,1219,135.5
2.1007,23.498,19.273,22.424,24.938,0.1205,749.51,135.54
2.2488,22.456,20.615,24.132,28.03,0.12044,675.05,135.58
2.203,21.488,21.352,23.694,25.871,0.11971,628.49,135.63
2.311,22.231,21.376,22.877,24.6,0.1195,674.77,135.67
2.4366,21.32,21.203,21.966,23.422,0.11929,129.79,135.71
2.0244,20.063,20.689,20.989,21.75,0.119,46.3,135.75
2.0571,17.436,20.073,19.996,20.362,0.1185,20.415,135.79
2.0287,14.978,19.399,18.976,19.068,0.1185,1.3,135.83
2.3305,12.363,18.718,17.923,17.77,0.1185,1.3,135.88
2.1079,11.033,17.996,16.944,16.631,0.11856,1.3,135.92
1.8011,10.243,17.33,16.104,15.727,0.11871,1.3,135.96
1.8329,9.82,16.745,15.411,15.011,0.1185,1.3,136
1.8682,9.3117,16.217,14.802,14.387,0.1185,1.3,136.04
1.908,8.9856,15.721,14.238,13.809,0.11856,1.3,136.08
1.9058,8.5217,15.271,13.739,13.302,0.11883,1.3,136.13
1.8064,7.8744,14.832,13.238,12.783,0.11878,1.3,136.17
2.4671,7.6883,14.416,12.782,12.318,0.119,1.3,136.21
2.1144,7.1967,14.036,12.361,11.888,0.11883,8.8,136.25
2.0509,7.805,13.693,12.059,11.635,0.119,32.099,136.29
1.7781,10.491,13.462,12.036,11.769,0.11894,78.8,136.33
1.6958,15.711,13.435,12.439,12.495,0.11887,165.41,136.38
1.905,23.897,14.014,13.651,14.907,0.1185,1295.7,136.42
1.8742,27.141,15.403,16.66,19.074,0.11897,1736.9,136.46
1.8795,26.764,17.605,21.147,25.228,0.11917,1965.1,136.5
1.8294,26.897,20.11,25.386,28.993,0.11894,1960.4,136.54
2.2909,26.906,22.002,26.987,32.093,0.11833,1762.7,136.58
2.5071,25.544,23.48,26.562,30.758,0.11792,1130.5,136.63
2.4545,24.733,23.464,25.228,27.682,0.11722,601.09,136.67
3.0366,23.738,23.044,24.084,25.895,0.117,150.74,136.71
2.4984,22.415,22.342,22.836,23.838,0.1165,66.717,136.75
2.6128,19.723,21.597,21.699,22.261,0.1165,27.116,136.79
2.1245,16.337,20.823,20.49,20.724,0.11639,1.3,136.83
2.3201,13.606,20.035,19.305,19.247,0.11608,1.3,136.88
2.4966,12.138,19.232,18.22,18.008,0.116,1.3,136.92
1.9909,11.396,18.519,17.332,17.021,0.116,1.3,136.96
1.9448,11.38,17.869,16.612,16.314,0.116,1.3,137
1.9157,10.903,17.332,15.982,15.653,0.116,1.3,137.04
1.8526,12.16,16.833,15.511,15.216,0.116,1.3,137.08
1.8663,11.575,16.431,15.098,14.836,0.116,1.3,137.13
2.0711,10.903,16.031,14.661,14.376,0.11622,1.3,137.17
1.7961,10.248,15.664,14.257,13.962,0.116,1.3,137.21
1.9038,10.21,15.327,13.917,13.637,0.116,7.9667,137.25
1.9435,10.874,15.036,13.719,13.512,0.116,54.651,137.29
1.9496,13.381,14.906,13.947,13.995,0.116,142.2,137.33
1.8687,17.267,15.102,14.71,15.301,0.11608,128.38,137.38
1.7319,19.903,15.52,15.697,16.696,0.11611,345.54,137.42
1.875,26.899,16.438,18.225,20.497,0.11647,1355.8,137.46
2.3591,27.256,18.444,21.915,25.498,0.11667,1586.3,137.5
2.0933,28.065,20.605,25.864,29.283,0.11647,1897.6,137.54
2.1944,26.971,22.366,27.286,31.661,0.11622,1416.2,137.58
2.5027,25.935,23.689,27.043,30.931,0.11562,428.12,137.63
2.3241,25.647,23.625,25.659,27.794,0.11539,635.26,137.67
3.0305,24.386,23.308,24.533,26.198,0.11453,146.73,137.71
2.6096,22.702,22.647,23.298,24.15,0.1145,63.175,137.75
1.9638,19.994,21.941,22.169,22.625,0.11424,24.859,137.79
2.059,16.929,21.197,20.993,21.107,0.11433,1.3,137.83
2.4375,14.518,20.444,19.858,19.718,0.11392,1.3,137.88
2.3353,13.071,19.681,18.827,18.53,0.11383,1.3,137.92
2.5412,12.428,18.99,17.965,17.598,0.11379,1.3,137.96
2.1673,12.16,18.402,17.287,16.901,0.114,1.3,138
2.138,12.16,17.884,16.725,16.352,0.114,1.3,138.04
1.949,11.792,17.423,16.223,15.859,0.11383,1.3,138.08
1.8665,11.729,17.01,15.779,15.433,0.11392,1.3,138.13
1.9732,11.608,16.627,15.392,15.066,0.114,1.3,138.17
1.9477,11.38,16.294,15.059,14.746,0.114,1.3,138.21
1.9534,11.315,15.988,14.749,14.438,0.114,7.55,138.25
1.8187,11.618,15.717,14.524,14.276,0.114,34.859,138.29
1.8771,13.99,15.54,14.544,14.432,0.114,84.147,138.33
1.841,18.606,15.542,14.948,15.133,0.114,173.12,138.38
2.0619,25.897,16.028,16.012,17.209,0.11389,1179.8,138.42
1.8262,27.701,17.183,18.55,20.795,0.11403,1611.3,138.46
2.1677,27.75,19.077,22.629,26.347,0.1145,1940.5,138.5
2.3536,27.288,21.387,26.836,30.274,0.11429,1931.3,138.54
2.5084,27.419,23.139,28.218,33.295,0.11411,1703.1,138.58
2.5565,26.738,24.52,27.654,32.139,0.11342,1176.7,138.63
2.4676,25.517,24.543,26.365,29.034,0.11306,622.9,138.67
2.7239,24.567,24.186,25.195,27.165,0.11253,130.71,138.71
2.5495,23.178,23.45,23.902,24.942,0.1125,48.175,138.75
2.2297,20.152,22.677,22.717,23.286,0.11221,20.276,138.79
2.256,16.792,21.877,21.473,21.638,0.11194,1.3,138.83
2.4786,14.295,21.065,20.295,20.18,0.1115,1.3,138.88
2.4835,12.762,20.274,19.236,18.942,0.1115,1.3,138.92
2.3221,11.819,19.544,18.323,17.919,0.1115,1.3,138.96
2.1236,11.38,18.892,17.545,17.099,0.1115,1.3,139
2.0007,10.681,18.311,16.881,16.409,0.11194,1.3,139.04
2.1,10.188,17.769,16.275,15.78,0.11167,1.3,139.08
2.069,9.545,17.289,15.743,15.23,0.11179,1.3,139.13
2.126,9.3767,16.811,15.203,14.68,0.112,1.3,139.17
2.0957,8.6411,16.366,14.723,14.177,0.11158,1.3,139.21
1.9642,8.23,15.968,14.285,13.756,0.1115,7.55,139.25
2.0947,8.6633,15.606,13.948,13.421,0.11156,26.022,139.29
2.0981,11.174,15.308,13.785,13.375,0.11178,73.661,139.33
1.9465,16.95,15.196,14.086,13.988,0.11158,160.41,139.38
1.9389,24.872,15.614,15.197,16.172,0.1115,1130.1,139.42
2.108,24.596,16.743,17.618,19.904,0.11171,1639.8,139.46
2.3451,24.24,18.634,21.912,25.493,0.11167,1994.4,139.5
2.0956,24.473,20.861,26.143,29.42,0.11174,2004.3,139.54
2.2777,25.325,22.649,27.699,32.936,0.11167,1740.7,139.58
2.5011,24.189,24.165,27.021,31.942,0.11129,1320.4,139.63
2.5324,22.328,24.195,25.645,28.409,0.111,678.11,139.67
2.1383,19.537,23.828,24.44,26.414,0.11029,134.67,139.71
2.2636,17.963,23.022,23.002,23.944,0.11,42.55,139.75
2.1218,16.267,22.122,21.618,22.035,0.10997,19.894,139.79
2.458,14.203,21.238,20.306,20.373,0.1095,1.3,139.83
2.5383,11.445,20.404,19.121,18.942,0.1095,1.3,139.88
2.0738,10.6,19.579,18.069,17.714,0.1095,1.3,139.92
2.1149,10.595,18.871,17.275,16.885,0.1095,1.3,139.96
1.9961,9.82,18.254,16.573,16.168,0.1095,1.3,140
1.9828,9.4146,17.689,15.943,15.485,0.1095,1.3,140.04
1.739,8.6078,17.17,15.355,14.887,0.1095,1.3,140.08
1.4222,8.3883,16.695,14.837,14.347,0.1095,1.3,140.13
1.6905,8.63,16.247,14.392,13.93,0.1095,1.3,140.17
1.6772,8.5883,15.857,14.015,13.578,0.1095,1.3,140.21
1.6089,8.3967,15.508,13.679,13.262,0.10917,7.7583,140.25
1.5745,8.5633,15.2,13.425,13.049,0.10929,25.779,140.29
1.8644,11.163,14.982,13.419,13.143,0.1095,68.592,140.33
1.9452,17.077,14.937,13.836,13.883,0.1095,143.18,140.38
1.8652,21.637,15.35,14.827,15.728,0.1095,1011.5,140.42
2.1301,23.033,16.353,17.082,19.099,0.1095,1733.3,140.46
2.2127,22.892,18.178,21.651,24.769,0.11017,2020.3,140.5
2.1918,21.108,20.405,26.031,29.017,0.10982,2035.7,140.54
2.269,20.992,22.134,27.327,32.429,0.10967,1735.5,140.58
2.1595,21.061,23.576,26.353,31.265,0.10929,1316.1,140.63
2.3895,20.264,23.618,24.941,27.765,0.10856,692.83,140.67
1.9675,19.334,23.262,23.703,25.702,0.10847,127.5,140.71
2.2935,18.153,22.445,22.305,23.257,0.10783,35.467,140.75
2.1767,16.021,21.596,20.997,21.431,0.10776,14.477,140.79
2.2685,13.596,20.753,19.794,19.896,0.10728,1.3,140.83
2.5816,11.648,19.99,18.744,18.61,0.10763,1.3,140.88
1.9212,10.99,19.246,17.792,17.521,0.1075,1.3,140.92
1.9445,10.478,18.594,17.039,16.707,0.10729,1.3,140.96
2.1299,10.373,18.033,16.432,16.089,0.10717,1.3,141
1.878,10.34,17.549,15.935,15.614,0.10732,1.3,141.04
1.9042,10.6,17.127,15.557,15.312,0.10744,1.3,141.08
1.9814,10.47,16.806,15.248,15.025,0.10717,1.3,141.13
1.9268,9.5422,16.451,14.85,14.575,0.10733,1.3,141.17
2.0232,9.42,16.13,14.539,14.292,0.10747,1.3,141.21
1.7843,9.03,15.842,14.242,13.972,0.1075,12.758,141.25
1.8215,10.66,15.625,14.244,14.126,0.10747,72.949,141.29
1.8246,11.727,15.523,14.251,14.217,0.10744,90.953,141.33
2.0861,17.33,15.489,14.628,14.813,0.10729,213.7,141.38
1.7962,20.051,15.829,15.622,16.485,0.10728,873.52,141.42
1.8727,20.279,16.67,17.409,19.008,0.1075,882.95,141.46
1.7496,19.359,17.797,20.053,22.369,0.108,1226.7,141.5
1.8077,19.393,19.411,23.605,26.293,0.1075,1409,141.54
1.9908,17.9,20.691,24.482,27.772,0.1075,884.01,141.58
2.4435,17.029,21.338,23.71,26.267,0.107,725.15,141.63
2.2055,13.093,21.365,22.643,24.27,0.1065,197.34,141.67
1.8903,13.55,20.914,21.495,22.316,0.10642,185.85,141.71
2.1952,11.478,20.361,20.365,20.738,0.10633,74.425,141.75
2.4752,10.763,19.724,19.269,19.271,0.10647,10.64,141.79
2.0032,11.337,19.077,18.289,18.111,0.10611,1.3,141.83
1.7384,11.38,18.511,17.513,17.241,0.10608,1.3,141.88
1.4608,11.001,17.981,16.864,16.557,0.106,1.3,141.92
1.8723,7.7661,17.516,16.34,16.025,0.10597,1.3,141.96
1.6168,7.03,17.088,15.741,15.357,0.106,1.3,142
2.1114,7.0243,16.642,15.123,14.694,0.10624,1.3,142.04
1.8251,6.1061,16.181,14.524,13.987,0.10617,1.3,142.08
1.7345,6.0663,15.771,14.075,13.566,0.10629,1.3,142.13
2.0996,5.4456,15.382,13.586,13.069,0.106,1.3,142.17
2.0347,5.699,15.01,13.205,12.687,0.10621,1.3,142.21
1.8272,4.2208,14.587,12.645,11.718,0.11267,1.3,142.25
1.6036,3.7628,13.742,11.757,10.552,0.11779,80.033,142.29
2.4012,5.1694,13.282,11.395,10.558,0.119,126.72,142.33
2.3155,4.885,13.138,11.529,11.068,0.1195,29.477,142.38
2.5014,4.535,12.945,11.31,10.779,0.12178,98.106,142.42
2.2155,4.57,12.749,11.206,10.791,0.12515,123.31,142.46
2.1952,4.57,12.635,11.168,10.832,0.126,80.258,142.5
2.4158,5.4427,12.613,11.375,11.25,0.12579,210.71,142.54
2.2827,6.2633,12.715,11.802,12.023,0.12594,425.4,142.58
2.2905,6.5625,12.978,12.183,12.434,0.126,189.74,142.63
2.1066,7.3856,13.105,12.395,12.714,0.12594,199.01,142.67
1.807,8.3494,13.269,12.597,13.022,0.12576,194.69,142.71
2.2553,7.9967,13.294,12.378,12.456,0.12567,81.925,142.75
2.1505,7.6856,13.07,11.931,11.783,0.12529,40.258,142.79
2.1464,7.1633,12.823,11.588,11.345,0.1255,1.3,142.83
2.0605,6.6969,12.604,11.337,11.081,0.1255,1.3,142.88
2.026,6.22,12.389,11.058,10.764,0.1255,1.3,142.92
2.0746,6.22,12.183,10.831,10.532,0.1255,1.3,142.96
1.9119,4.955,11.928,10.397,9.9271,0.12583,1.3,143
2.0246,3.6688,11.631,9.9481,9.4226,0.12553,1.3,143.04
1.9793,1.9225,11.211,9.269,8.5194,0.12589,1.3,143.08
2.0986,1.0233,10.743,8.6229,7.7605,0.126,1.3,143.13
2.0311,0.73,10.28,8.0615,7.1302,0.126,1.3,143.17
1.9038,0.52222,9.8693,7.5982,6.67,0.126,1.3,143.21
2.0221,0.58333,9.4998,7.2308,6.2986,0.126,7.9667,143.25
2.1464,1.2417,9.1919,6.9908,6.1457,0.12624,22.619,143.29
2.02,3.6739,9.0087,7.0358,6.3601,0.12622,58.8,143.33
1.7371,6.7654,9.0475,7.5202,7.2363,0.12629,135.88,143.38
1.8924,12.88,9.6342,8.7747,9.6097,0.126,1034.4,143.42
1.9528,14.502,10.908,11.903,13.299,0.126,1732.4,143.46
1.9176,15.932,13.263,16.457,20.468,0.12633,2022.6,143.5
1.9693,16.794,15.853,20.977,24.113,0.1265,2031.2,143.54
2.4521,17.594,17.917,22.478,27.535,0.12689,1702.3,143.58
2.3133,18.003,19.739,21.919,25.826,0.12692,1324.3,143.63
2.5478,17.721,19.629,20.349,23.308,0.1265,659.63,143.67
2.4201,16.881,19.242,19.162,21.027,0.12629,109.08,143.71
2.4983,15.426,18.385,17.847,18.731,0.126,43.592,143.75
2.3144,12.45,17.53,16.613,17.021,0.126,19.668,143.79
2.5337,10.362,16.712,15.512,15.62,0.126,1.3,143.83
2.3879,8.555,15.95,14.519,14.402,0.12587,1.3,143.88
2.2337,7.5744,15.22,13.621,13.358,0.126,1.3,143.92
2.2203,6.9446,14.559,12.859,12.539,0.12576,1.3,143.96
2.2154,6.22,13.983,12.215,11.852,0.12583,1.3,144
1.9285,5.7986,13.476,11.64,11.231,0.12556,1.3,144.04
2.0225,5.4,12.994,11.124,10.697,0.12556,1.3,144.08
1.9743,5.4,12.569,10.686,10.242,0.12562,1.3,144.13
1.9055,5.3089,12.172,10.298,9.8617,0.1255,1.3,144.17
1.8793,5.4,11.816,9.9607,9.5491,0.1255,1.3,144.21
1.7611,5.4,11.522,9.7063,9.3134,0.1255,8.5917,144.25
1.8502,5.4399,11.27,9.495,9.1305,0.1255,21.526,144.29
1.6447,7.8078,11.083,9.4744,9.243,0.1255,53.244,144.33
2.0488,12.658,11.117,9.9485,10.022,0.1255,141.14,144.38
1.7704,19.796,11.693,11.237,12.386,0.12533,988.31,144.42
2.1723,21.812,13.068,14.288,15.953,0.12597,1752.3,144.46
2.0933,22.446,15.506,18.69,22.967,0.126,2043.6,144.5
2.1222,22.681,18.147,23.408,26.803,0.126,2067.3,144.54
2.528,23.436,20.135,25.142,29.955,0.12617,1707.1,144.58
2.5507,23.171,21.999,24.679,28.75,0.12633,1286.4,144.63
2.3677,22.808,21.933,23.129,26.138,0.1255,628.11,144.67
2.6695,21.948,21.508,21.931,23.919,0.125,108.42,144.71
2.6743,19.809,20.694,20.694,21.805,0.12467,46.3,144.75
2.5624,17.515,19.882,19.505,20.179,0.1245,20.38,144.79
2.2934,14.649,19.077,18.342,18.727,0.1245,1.3,144.83
2.0815,12.201,18.306,17.273,17.444,0.12437,1.3,144.88
2.4365,10.47,17.532,16.252,16.238,0.12417,1.3,144.92
2.269,8.816,16.788,15.282,15.128,0.12421,1.3,144.96
1.9374,8.23,16.096,14.453,14.233,0.12383,1.3,145
1.9764,8.23,15.466,13.782,13.553,0.124,1.3,145.04
1.884,8.1078,14.957,13.26,13.051,0.12389,1.3,145.08
1.7781,7.73,14.498,12.778,12.557,0.12371,1.3,145.13
1.9385,7.0517,14.06,12.295,12.063,0.12372,1.3,145.17
2.1901,6.1773,13.634,11.792,11.514,0.124,1.3,145.21
2.0781,5.4,13.194,11.273,10.934,0.12367,7.3417,145.25
1.7606,5.101,12.766,10.81,10.463,0.12374,23.401,145.29
1.8924,7.9519,12.432,10.631,10.38,0.12367,51.231,145.33
2.2258,12.86,12.353,10.989,10.998,0.12354,135.52,145.38
2.122,20.177,12.774,12.07,12.98,0.12339,1026.6,145.42
2.1021,20.829,14.029,14.824,16.517,0.12347,1670.3,145.46
2.1551,21.142,16.378,19.123,22.96,0.12417,2033.2,145.5
2.3078,21.354,18.919,24.114,26.91,0.12424,2020.3,145.54
2.3941,21.658,20.831,25.977,29.948,0.12406,1730.3,145.58
2.7467,21.67,22.715,25.336,29.367,0.124,1306.5,145.63
2.6682,20.887,22.659,23.704,26.648,0.12311,625.19,145.67
2.8052,19.075,22.194,22.404,24.381,0.12274,111.6,145.71
2.6222,17.362,21.281,20.966,22.054,0.1225,45.258,145.75
2.5145,15.193,20.349,19.603,20.28,0.122,18.991,145.79
2.4125,12.299,19.434,18.333,18.725,0.12178,1.3,145.83
2.584,9.0352,18.534,17.025,17.162,0.12175,1.3,145.88
2.2019,7.4967,17.601,15.792,15.727,0.12183,1.3,145.92
2.3026,7.03,16.771,14.818,14.66,0.12174,1.3,145.96
2.2704,7.03,16.046,14.04,13.878,0.12183,1.3,146
2.0563,7.03,15.434,13.438,13.296,0.12179,1.3,146.04
2.0689,7.1411,14.916,12.955,12.841,0.12189,1.3,146.08
1.9424,6.47,14.471,12.491,12.367,0.12187,1.3,146.13
2.1205,5.7872,14.014,11.983,11.82,0.12178,1.3,146.17
1.9958,5.1751,13.572,11.493,11.29,0.1215,1.3,146.21
1.9688,4.99,13.148,11.044,10.831,0.1215,9.0083,146.25
1.7642,5.0953,12.785,10.713,10.509,0.1215,28.279,146.29
1.6786,7.8856,12.518,10.645,10.57,0.12161,58.8,146.33
2.0373,13.804,12.498,11.141,11.321,0.12137,143.85,146.38
1.9148,16.813,12.954,12.219,13.157,0.12122,938.38,146.42
1.9363,18.561,14.109,14.521,16.276,0.12126,1725.4,146.46
2.373,18.852,16.359,18.73,22.323,0.12183,1973,146.5
2.3501,17.457,18.75,23.506,26.056,0.12197,1964.1,146.54
2.4652,17.024,20.467,25.119,28.713,0.12167,1573,146.58
2.6591,15.778,21.89,24.155,27.531,0.12158,1219.6,146.63
2.1976,16.063,21.81,22.577,25.245,0.121,585.4,146.67
2.4626,15.33,21.366,21.275,23.19,0.12056,115.1,146.71
2.5473,13.83,20.467,19.852,20.867,0.12017,43.175,146.75
2.3202,11.778,19.543,18.542,19.17,0.12,17.897,146.79
2.3538,10.654,18.688,17.44,17.837,0.12,1.3,146.83
2.2654,9.2571,17.933,16.456,16.678,0.12,1.3,146.88
2.1046,8.5522,17.187,15.554,15.692,0.12,1.3,146.92
1.8583,7.4744,16.517,14.741,14.808,0.1195,1.3,146.96
2.1064,7.33,15.912,14.042,14.032,0.1195,1.3,147
1.978,7.4578,15.361,13.46,13.425,0.11974,1.3,147.04
1.775,7.43,14.894,13.013,13.016,0.11956,1.3,147.08
2.0047,6.32,14.482,12.575,12.563,0.1195,1.3,147.13
2.3673,5.5139,14.054,12.08,12.017,0.1195,1.3,147.17
1.7511,4.5817,13.626,11.577,11.473,0.1195,1.3,147.21
2.174,3.6325,13.212,11.088,10.946,0.1195,4.8417,147.25
2.2162,3.7162,12.809,10.709,10.554,0.1195,116.56,147.29
1.6667,7.5078,12.717,11.074,11.289,0.1195,83.8,147.33
2.031,8.28,12.728,11.275,11.517,0.1195,157.03,147.38
1.9575,8.1856,12.913,11.948,12.586,0.11967,473.45,147.42
2.397,9.9619,13.573,13.362,14.695,0.1195,1009,147.46
2.1999,10.762,14.934,15.668,18.075,0.1195,1046.1,147.5
2.0014,11.691,16.225,18.477,20.381,0.1195,1383.2,147.54
2.0761,11.38,17.342,19.54,22.117,0.1195,945.12,147.58
2.0714,10.828,17.884,18.783,20.549,0.1195,325.31,147.63
2.1599,10.048,17.636,17.72,18.658,0.11911,151.79,147.67
2.3181,9.2981,17.123,16.703,17.283,0.11856,96.474,147.71
1.9986,8.73,16.578,15.818,16.168,0.11867,26.3,147.75
2.0194,8.0022,16.035,15.029,15.252,0.1185,6.2653,147.79
1.7093,7.4078,15.535,14.362,14.503,0.1185,1.3,147.83
1.5435,6.9531,15.094,13.802,13.919,0.1185,1.3,147.88
1.5273,6.52,14.688,13.302,13.381,0.1185,1.3,147.92
1.7838,6.2783,14.302,12.845,12.9,0.1185,1.3,147.96
1.6709,6.1858,13.961,12.459,12.539,0.1185,1.3,148
1.7792,3.2033,13.539,11.726,11.611,0.11806,1.3,148.04
2.0253,0.34972,12.928,10.729,10.387,0.1185,1.3,148.08
1.538,-0.66625,12.282,9.869,9.4198,0.1185,1.3,148.13
1.4756,-1.5231,11.657,9.1093,8.6017,0.1185,1.3,148.17
1.786,-1.9701,11.088,8.4434,7.9015,0.1185,1.3,148.21
1.7241,-2.3225,10.567,7.8633,7.3122,0.1185,9.2167,148.25
1.6948,-1.5517,10.102,7.4078,6.9042,0.1185,26.977,148.29
1.5501,1.1269,9.7573,7.2499,6.8446,0.1185,50.953,148.33
1.4574,7.7794,9.6593,7.6342,7.5199,0.1185,143.49,148.38
1.5063,12.311,10.058,8.7242,9.4026,0.11839,890.88,148.42
1.9471,14.082,11.259,11.109,12.86,0.1185,1680.1,148.46
1.7037,15.075,13.533,15.557,19.23,0.11867,2011.7,148.5
2.2541,15.52,16.195,20.842,23.96,0.119,2039.5,148.54
1.8247,16.106,18.138,22.703,26.916,0.11872,1677.3,148.58
2.4016,15.545,20.112,22.307,26.925,0.1185,1100.2,148.63
2.2034,15.467,20.271,21.042,24.162,0.11772,492.55,148.67
2.6722,15.151,19.796,19.709,21.834,0.117,127.78,148.71
2.3494,14.28,18.899,18.287,19.477,0.1165,51.092,148.75
2.218,12.044,18.047,17.146,17.954,0.1165,19.46,148.79
1.9746,10.056,17.246,16.03,16.551,0.11661,1.4389,148.83
1.7411,7.3796,16.488,14.968,15.266,0.1165,1.3,148.88
2.135,5.3772,15.705,13.917,14.05,0.1165,1.3,148.92
1.9504,4.4271,14.989,13.024,13.052,0.1165,1.3,148.96
2.1552,3.74,14.345,12.272,12.23,0.1165,1.3,149
2.2274,3.5758,13.77,11.636,11.565,0.1165,1.3,149.04
2.1496,3.17,13.238,11.06,10.98,0.11661,1.3,149.08
2.0661,2.8004,12.776,10.555,10.436,0.11662,1.3,149.13
1.9298,2.0419,12.302,10.02,9.8709,0.11667,1.3,149.17
1.8885,1.6806,11.867,9.5335,9.3683,0.11671,1.3,149.21
1.9059,1.2417,11.445,9.0929,8.9081,0.11667,8.3833,149.25
1.7503,2.1076,11.095,8.7849,8.6087,0.11697,30.467,149.29
1.8245,5.1797,10.842,8.7488,8.7157,0.11678,51.647,149.33
1.7464,10.889,10.827,9.2214,9.4444,0.11658,151.25,149.38
1.7245,15.806,11.256,10.33,11.233,0.1165,836.99,149.42
1.7971,17.462,12.491,12.554,14.425,0.1165,1828.3,149.46
1.7324,17.868,14.631,16.732,20.485,0.11667,1996.5,149.5
1.9059,18.38,17.227,21.999,25.253,0.11653,1981,149.54
2.1024,18.671,19.138,23.718,28.162,0.11656,1625.1,149.58
2.0839,18.929,21.085,23.425,28.362,0.11604,1232.2,149.63
2.4729,18.122,21.398,22.242,25.749,0.11539,578.24,149.67
2.2828,17.338,21.004,21.024,23.572,0.11453,108.82,149.71
2.2507,15.905,20.108,19.617,21.072,0.1145,43.592,149.75
2.486,13.855,19.194,18.297,19.251,0.11421,21.074,149.79
2.5211,11.044,18.314,17.084,17.731,0.11439,1.4389,149.83
2.3002,8.43,17.502,15.959,16.356,0.11408,1.3,149.88
1.8997,7.0622,16.686,14.92,15.158,0.11411,1.3,149.92
2.0404,6.0008,15.953,14.02,14.131,0.11442,1.3,149.96
1.8966,5.4,15.289,13.24,13.269,0.114,1.3,150
1.8452,5.0754,14.683,12.571,12.566,0.11424,1.3,150.04
1.8547,4.815,14.138,11.995,11.967,0.11444,1.3,150.08
2.0529,4.57,13.658,11.495,11.452,0.11429,1.3,150.13
